provider,document,version,section_heading,sentence_index,sentence_verbatim,modal_verbs_found
Meta,Advanced AI Scaling Framework,v2,Section 4: Implementation,502,"Based on our enhanced evaluations, models assessed as substantially contributing to a threat scenario will undergo additional analysis—including additional threat modeling and safety cases—to determine the level of risk (i.e., high vs. critical risk threshold).",will
Meta,Advanced AI Scaling Framework,v2,Section 4: Implementation,505,"4.2.4 Emerging Evaluations and Outcomes In this section, we outline outcomes and evaluation approaches we consider to be emerging.",consider
Meta,Advanced AI Scaling Framework,v2,Section 4: Implementation,506,"Specifically, these outcomes may potentially present catastrophic risk and warrant proactive investigation, but existing evaluation approaches are currently too nascent to incorporate these outcomes into our Framework.",may
Meta,Advanced AI Scaling Framework,v2,Section 4: Implementation,509,"The areas of nuclear and radiological risk from AI are nascent, and we will continue to engage with threat modeling experts regarding whether and how to conduct evaluations of nuclear and radiological risk.",will
Meta,Advanced AI Scaling Framework,v2,Section 4: Implementation,520,"Considering the nascence of this risk category, in the future we may first define a rule-out threshold based on physical operation capabilities.",may
Meta,Advanced AI Scaling Framework,v2,Section 4: Implementation,521,"For example, if the model is unable to accomplish or write software to accomplish simple or moderately complex goals (e.g., “fly a drone to land on a specific piece of furniture in the house, starting from down the street”) in a simple simulated physical environment, we may rule out that it can do so in the real world.",may
Meta,Advanced AI Scaling Framework,v2,Section 4: Implementation,524,"If a model is capable of accomplishing moderately complex goals in simulated physical environments, we could consider further investigating whether it can do so in a controlled real-world environment as another rule-out for this capability.",consider;could
Meta,Advanced AI Scaling Framework,v2,Section 4: Implementation,537,"We expect that assessing these threat scenarios will require new types of evaluation and monitoring systems, including the use of monitoring systems to analyze deployment usage patterns of internally deployed Frontier AI at Meta.",expect;will
Meta,Advanced AI Scaling Framework,v2,Section 4: Implementation,546,"While it is impossible to eliminate subjectivity, we believe that it is important to consider the benefits of the technology we develop. This helps us ensure that we are meeting our goal of delivering those benefits to our community.",consider
Meta,Advanced AI Scaling Framework,v2,Section 5: Future Work,551,"As outlined in the introduction, we expect to update our Advanced AI Scaling Framework to reflect developments in both the technology and our understanding of how to manage its risks and benefits.",expect
Meta,Advanced AI Scaling Framework,v2,Section 5: Future Work,554,"We will update our Framework based on these observations and will do so when we have reasonable grounds to believe either its adequacy or our adherence to it has been materially undermined, or at least every twelve months, whichever is sooner.",will
Meta,Advanced AI Scaling Framework,v2,Section 5: Future Work,556,"After a Framework assessment, we will update our Framework, have it confirmed by our Director of Alignment and Risk and Chief AI Officer, and publish the updated version.",will
Meta,Advanced AI Scaling Framework,v2,Section 5: Future Work,558,"We expect to update our Framework as our collective understanding of how to measure and mitigate potential catastrophic risk from Frontier AI develops, including related to state actors.",expect
Meta,Advanced AI Scaling Framework,v2,Section 5: Future Work,560,We may choose to reevaluate certain models in line with our revised Framework.,may
Meta,Advanced AI Scaling Framework,v2,Section 5: Future Work,561,"When we update our Framework, we will publish a timely update that includes a justification for the modification, as recorded in the change log appended to this Framework.",will
Meta,Advanced AI Scaling Framework,v2,Appendix I – Terminology,568,"As a result, we may revisit and potentially update these to take account of greater consensus in the future.",may
Meta,Advanced AI Scaling Framework,v2,Appendix I – Terminology,571,"○ High Capabilities in Catastrophic Risk Areas: The model is reasonably likely to be more capable in any of the catastrophic risk domains we set out in this Framework (e.g., Chemical & Biological, Cybersecurity, or Loss of Control) than our existing models or the most advanced models, or is reasonably likely to be equally or more advanced than a model we have previously determined could substantially contribute to a catastrophic threat scenario if left unmitigated; or ○ Compute Threshold: We trained the model using at least 10^26 integer or floating point operations (to include material modifications to the model through fine-tuning, reinforcement learning training, and other training steps), or another threshold as may be defined by evolving standards or industry best practices. ● Catastrophic outcomes are outcomes that would have large scale, devastating, and potentially irreversible harmful impacts on humanity that could plausibly be realized as a direct result of access to Frontier AI in the future. ● Threat modeling is a structured process of identifying how Frontier AI could contribute to specific – and in this instance catastrophic – outcomes.",could;may
Meta,Advanced AI Scaling Framework,v2,Appendix I – Terminology,575,"● Uniquely enabling describes a model that is an essential controlling factor in a given outcome. ● Risk domain is used to describe the thematic grouping that a set of catastrophic outcomes belong to. ● Risk thresholds are the incremental levels of risk that a Frontier AI model might pose towards realization of a catastrophic outcome. ● Residual risk describes the level of risk that a Frontier AI model presents after mitigations have been implemented. ● Development refers to the process of training, fine-tuning, and evaluating Frontier AI models before deployment or release. ● Deployment refers to the different ways in which we may choose to deploy, release, or give access to our models.",may
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Amazon’s Frontier Model Safety Framework,4,"Consistent with Amazon’s endorsement of the Korea Frontier AI Safety Commitments,1 this Framework outlines the protocols we will follow to ensure that frontier models developed by Amazon do not expose critical capabilities that have the potential to create severe risks.",commitments;will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Amazon’s Frontier Model Safety Framework,5,"At its core, this Framework reflects our commitment that we will not deploy frontier AI models developed by Amazon that exceed specified risk thresholds without appropriate safeguards in place.",commitment;will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,10,"Our Framework establishes the processes Amazon will use to identify, assess, and manage potential severe risks that could arise as we develop more advanced and highly-capable frontier AI models.",could;will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,20,"When evaluations demonstrate that an Amazon frontier model has crossed these Critical Capability Thresholds, the development team will apply appropriate safeguards.",will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,40,"When a maximal capability evaluation indicates that a model has hit a Critical Capability Threshold, we will not deploy the model until we have implemented appropriate safeguards.",will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,48,"Upon determining that an Amazon model has reached a Critical Capability Threshold, we will implement a set of Safety Measures and Security Measures to prevent elicitation of the critical capability identified and to protect against inappropriate access risks.",will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,52,"In the event these evaluations reveal that an Amazon frontier model meets or exceeds a Critical Capability Threshold and our Safety and Security Measures are unable to appropriately mitigate the risks (e.g., by preventing reliable elicitation of the capability by malicious actors), we will not deploy the model until we have identified and implemented appropriate additional safeguards.",will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,54,"• Training Data Safeguards: We implement a rigorous data review process across various model training stages that aims to identify and redact data that could give rise to unsafe behaviors. • Alignment Training: We implement automated methods to ensure we meet the design objectives for each of Amazon’s responsible AI dimensions, including safety and security.",aims;could
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,61,"• Fine-tuning Safeguards: Models are trained in a manner that makes them resilient to malicious customer fine-tuning efforts that could undermine initial Responsible AI alignment training by the Amazon team. • Incident Response Protocols: Incident escalation and response pathways enable rapid remediation of reported AI safety incidents, including jailbreak remediation.",could
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,65,"With regard to development and deployment of our frontier models, our security measures will build on the strong foundation of security practices that apply across our company today.",will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,82,"• Collaboration on threat modeling and updated Critical Capability Thresholds: Amazon is committed to partnering with governments, domain experts, and industry peers to continuously improve Amazon’s awareness of the threat environment and ensure that our Critical Capability Thresholds and evaluation processes account for evolving (and potentially new) threats. • Information sharing and best practices development: Engagement in fora that bring together companies developing frontier models (e.g. Frontier Model Forum and Partnership on AI) and organized by government agencies (e.g. National Institute of Standards and Technologies).",committed
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,92,"We will continue to invest in external security research, including bug bounty programs, academic research investments, and coordinated vulnerability disclosure programs that encourage and reward security experts to partner with us in research and development. • Threat and response sharing with other frontier model providers.",will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,93,"Amazon will utilize relevant industry bodies such as the Frontier Model Forum to share threat patterns and indicators, as well as responses and mitigations where appropriate, to enable better collective defense will against adversaries seeking to undermine frontier model security.",will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,96,"Internally, we will use this framework to guide our model development and launch decisions.",will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,98,"• The Frontier Model Safety Framework will be incorporated into the Amazon-wide Responsible AI Governance Program, enabling Amazon-wide visibility into the expectations, mechanisms, and adherence to the Framework. • Frontier models developed by Amazon will be subject to maximal capability evaluations and safeguards evaluations prior to deployment.",will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,100,Models may not be publicly released unless safeguards are applied. • The team performing the Critical Capability Threshold evaluations will report to Amazon senior leadership any evaluation that exceeds the Critical Capability Threshold.,may;will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,102,"Amazon’s senior leadership will review the plan for applying risk mitigations to address the Critical Capability, how we measure and have assurance about those mitigations, and approve the mitigations prior to deployment.",plan;will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,103,"Amazon’s senior leadership will likewise review the safeguards evaluation report as part of a go/no-go decision. • Amazon will publish, in connection with the launch of a frontier AI model launch (in model documentation, such as model service cards), information about the frontier model evaluation for safety and security.",will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,104,"As we advance our work on frontier models, we will also continue to enhance our AI safety evaluation and risk management processes.",will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,106,We will therefore revisit this Framework at least annually and update it as necessary to ensure that our protocols are appropriately robust to uphold our commitment to deploy safe and secure models.,commitment;will
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,112,These capabilities provide the baseline for more advanced security approaches being designed and developed for deployment in the timeframes expected for the capabilities at our Critical Capability Thresholds and beyond.,expected
Amazon,Amazon's Frontier Model Safety Framework,2025-02,Overview of the Frontier Model Safety Framework,158,"In the end, all software and AI projects at Amazon must undergo and pass a full security and safety review by one of the central security teams. • Secure development and deployment practices.",must
Microsoft,Frontier Governance Framework,v1,of frontier risk,2,Microsoft’s Frontier Governance Framework manages potential national security and at-scale public safety risks that could emerge as AI models increase in capability.,could
Microsoft,Frontier Governance Framework,v1,of frontier risk,3,The framework has its genesis in the voluntary Frontier AI Safety Commitments that Microsoft and fifteen other AI labs made in May 2024 with the support of governments from around the world.,commitments;may
Microsoft,Frontier Governance Framework,v1,of frontier risk,21,This is the first version of a framework that we expect will be revised significantly over time to reflect ongoing advances in the capabilities of AI technologies and in the science and practice of AI risk management.,expect;will
Microsoft,Frontier Governance Framework,v1,Tracked high-risk capabilities,26,This framework tracks the following capabilities that we believe could emerge over the short-to-medium term and threaten national security or pose at-scale public safety risks if not appropriately mitigated.,could
Microsoft,Frontier Governance Framework,v1,Tracked high-risk capabilities,34,"This framework assesses Microsoft’s most advanced AI models for signs that they may have these capabilities and, if so, whether the capability poses a low, medium, high, or critical risk to national security or public safety (more detail in Appendix I).",may
Microsoft,Frontier Governance Framework,v1,Tracked high-risk capabilities,39,"We will revisit our list of tracked capabilities frequently, ensuring it remains up to date in light of technological developments and improved understanding of model capabilities, risks, and mitigations.",will
Microsoft,Frontier Governance Framework,v1,Integrated governance,45,"While different risk profiles may thus inform different mitigation strategies, Microsoft’s overall approach of mapping, measuring, and mitigating risks, including through robust evaluation and measurement, applies consistently across our AI technologies.",may
Microsoft,Frontier Governance Framework,v1,Monitoring for leading Indicators of high-risk capabilities,51,"A leading indicator assessment is run on any model that teams at Microsoft are optimizing for frontier capabilities or that Microsoft otherwise expects may have frontier capabilities.2 In addition, any model pre-trained using more than 10^26 FLOPs is subject to leading indicator assessment, given the (imperfect) correlation between pre-training compute and performance.",expects;may
Microsoft,Frontier Governance Framework,v1,Monitoring for leading Indicators of high-risk capabilities,63,"As evaluations mature further, we intend to move this leading indicator screening toward a more direct assessment of tracked capabilities such as CBRN weapon development, offensive cyberoperations, and advanced autonomy.",intend
Microsoft,Frontier Governance Framework,v1,Monitoring for leading Indicators of high-risk capabilities,64,"1 For a benchmark to be included in our suite of leading indicator assessments it must: 1) have low saturation (i.e., the best performing models typically score lower than 70%); 2) measure an advanced capability, for example, mathematical reasoning, rather than an application-oriented capability like financial market prediction; and 3) have a sufficient number of prompts to account for non-determinism in model output.",must
Microsoft,Frontier Governance Framework,v1,Deeper capability assessment,82,"• Timing of deeper capability assessment: After the first deeper capability assessment, we will conduct subsequent deeper capability assessments on a periodic basis, and at least once every six months.",will
Microsoft,Frontier Governance Framework,v1,Security measures,90,"As Microsoft operates the infrastructure on which its models will be trained and deployed, we adopt an integrated full-stack approach to the security of frontier models, implementing safeguards at the infrastructure, model, and system layers.",will
Microsoft,Frontier Governance Framework,v1,Security measures,95,"As Microsoft operates the infrastructure on which its models will be trained and deployed, we adopt an integrated full-stack approach to the security of frontier models, implementing safeguards at the infrastructure, model, and system layers.",will
Microsoft,Frontier Governance Framework,v1,Safety mitigations,117,"• Monitoring and remediation, including abuse monitoring in line with Microsoft’s Product Terms and provide channels for employees, customers, and external parties to report concerns about model performance, including serious incidents that may pose public safety and national security risks.",may
Microsoft,Frontier Governance Framework,v1,Safety mitigations,125,"If, during the implementation of this framework, we identify a risk we cannot sufficiently mitigate, we will pause development and deployment until the point at which mitigation practices evolve to meet the risk.",will
Microsoft,Frontier Governance Framework,v1,Risk-informed deployment decision,127,"Documentation regarding the pre-mitigation and post-mitigation capability assessment will be provided to Executive Officers responsible for Microsoft’s AI governance program (or their delegates) along with a recommendation for secure and trustworthy deployment setting out the case that: 1) the model has been adequately mitigated to low or medium risk level, 2) the marginal benefits of a model outweigh any residual risk and 3) the mitigations and documentation will allow the model to be deployed in a secure and trustworthy manner.",will
Microsoft,Frontier Governance Framework,v1,Updates to this framework,133,We will update our framework to keep pace with new developments.,will
Microsoft,Frontier Governance Framework,v1,Updates to this framework,134,"Every six months, we will have an explicit discussion on how this framework may need to be improved.",may;will
Microsoft,Frontier Governance Framework,v1,Updates to this framework,136,Any updates to our practices will be reviewed by Microsoft’s Chief Responsible AI Officer prior to their adoption.,will
Microsoft,Frontier Governance Framework,v1,Updates to this framework,137,"Where appropriate, updates will be made public at the same time as we adopt them.",will
Microsoft,Frontier Governance Framework,v1,6. Collaboration and continuous learning,141,"Microsoft will prioritize ongoing contributions to this work and expand its collaboration with government, industry, and civil society, including through organizations like the Frontier Model Forum, to solve the most pressing challenges in AI risk management.",will
Microsoft,Frontier Governance Framework,v1,6. Collaboration and continuous learning,146,"We will continue to share information and lessons from our governance efforts, taking care to do so in a way that minimizes the chance of inadvertently increasing risk, including by being judicious about sharing sensitive safety- and security-relevant information.",will
Microsoft,Frontier Governance Framework,v1-reupload-20250226,of frontier risk,2,Microsoft’s Frontier Governance Framework manages potential national security and at-scale public safety risks that could emerge as AI models increase in capability.,could
Microsoft,Frontier Governance Framework,v1-reupload-20250226,of frontier risk,3,The framework has its genesis in the voluntary Frontier AI Safety Commitments that Microsoft and fifteen other AI labs made in May 2024 with the support of governments from around the world.,commitments;may
Microsoft,Frontier Governance Framework,v1-reupload-20250226,of frontier risk,21,This is the first version of a framework that we expect will be revised significantly over time to reflect ongoing advances in the capabilities of AI technologies and in the science and practice of AI risk management.,expect;will
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Tracked high-risk capabilities,26,This framework tracks the following capabilities that we believe could emerge over the short-to-medium term and threaten national security or pose at-scale public safety risks if not appropriately mitigated.,could
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Tracked high-risk capabilities,34,"This framework assesses Microsoft’s most advanced AI models for signs that they may have these capabilities and, if so, whether the capability poses a low, medium, high, or critical risk to national security or public safety (more detail in Appendix I).",may
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Tracked high-risk capabilities,39,"We will revisit our list of tracked capabilities frequently, ensuring it remains up to date in light of technological developments and improved understanding of model capabilities, risks, and mitigations.",will
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Integrated governance,45,"While different risk profiles may thus inform different mitigation strategies, Microsoft’s overall approach of mapping, measuring, and mitigating risks, including through robust evaluation and measurement, applies consistently across our AI technologies.",may
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Monitoring for leading Indicators of high-risk capabilities,51,"A leading indicator assessment is run on any model that teams at Microsoft are optimizing for frontier capabilities or that Microsoft otherwise expects may have frontier capabilities.2 In addition, any model pre-trained using more than 10^26 FLOPs is subject to leading indicator assessment, given the (imperfect) correlation between pre-training compute and performance.",expects;may
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Monitoring for leading Indicators of high-risk capabilities,63,"As evaluations mature further, we intend to move this leading indicator screening toward a more direct assessment of tracked capabilities such as CBRN weapon development, offensive cyberoperations, and advanced autonomy.",intend
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Monitoring for leading Indicators of high-risk capabilities,64,"1 For a benchmark to be included in our suite of leading indicator assessments it must: 1) have low saturation (i.e., the best performing models typically score lower than 70%); 2) measure an advanced capability, for example, mathematical reasoning, rather than an application-oriented capability like financial market prediction; and 3) have a sufficient number of prompts to account for non-determinism in model output.",must
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Deeper capability assessment,82,"• Timing of deeper capability assessment: After the first deeper capability assessment, we will conduct subsequent deeper capability assessments on a periodic basis, and at least once every six months.",will
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Security measures,90,"As Microsoft operates the infrastructure on which its models will be trained and deployed, we adopt an integrated full-stack approach to the security of frontier models, implementing safeguards at the infrastructure, model, and system layers.",will
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Safety mitigations,116,"• Monitoring and remediation, including abuse monitoring in line with Microsoft’s Product Terms and provide channels for employees, customers, and external parties to report concerns about model performance, including serious incidents that may pose public safety and national security risks.",may
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Safety mitigations,124,"If, during the implementation of this framework, we identify a risk we cannot sufficiently mitigate, we will pause development and deployment until the point at which mitigation practices evolve to meet the risk.",will
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Risk-informed deployment decision,126,"Documentation regarding the pre-mitigation and post-mitigation capability assessment will be provided to Executive Officers responsible for Microsoft’s AI governance program (or their delegates) along with a recommendation for secure and trustworthy deployment setting out the case that: 1) the model has been adequately mitigated to low or medium risk level, 2) the marginal benefits of a model outweigh any residual risk and 3) the mitigations and documentation will allow the model to be deployed in a secure and trustworthy manner.",will
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Updates to this framework,132,We will update our framework to keep pace with new developments.,will
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Updates to this framework,133,"Every six months, we will have an explicit discussion on how this framework may need to be improved.",may;will
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Updates to this framework,135,Any updates to our practices will be reviewed by Microsoft’s Chief Responsible AI Officer prior to their adoption.,will
Microsoft,Frontier Governance Framework,v1-reupload-20250226,Updates to this framework,136,"Where appropriate, updates will be made public at the same time as we adopt them.",will
Microsoft,Frontier Governance Framework,v1-reupload-20250226,6. Collaboration and continuous learning,140,"Microsoft will prioritize ongoing contributions to this work and expand its collaboration with government, industry, and civil society, including through organizations like the Frontier Model Forum, to solve the most pressing challenges in AI risk management.",will
Microsoft,Frontier Governance Framework,v1-reupload-20250226,6. Collaboration and continuous learning,145,"We will continue to share information and lessons from our governance efforts, taking care to do so in a way that minimizes the chance of inadvertently increasing risk, including by being judicious about sharing sensitive safety- and security-relevant information.",will
Microsoft,Frontier Governance Framework,feb-2026,of frontier risk,1,Microsoft’s Frontier Governance Framework manages potential national security and at-scale public safety risks that could emerge as AI models increase in capability.,could
Microsoft,Frontier Governance Framework,feb-2026,of frontier risk,2,The framework has its genesis in the voluntary Frontier AI Safety Commitments that Microsoft and fifteen other AI labs made in May 2024 with the support of governments from around the world.,commitments;may
Microsoft,Frontier Governance Framework,feb-2026,of frontier risk,20,This is a framework that we expect will be revised significantly over time to reflect ongoing advances in the capabilities of AI technologies and in the science and practice of AI risk management.,expect;will
Microsoft,Frontier Governance Framework,feb-2026,Tracked high-risk capabilities,24,This framework tracks the following capabilities that we believe could emerge over the short-to-medium term and threaten national security or pose at-scale public safety risks if not appropriately mitigated.,could
Microsoft,Frontier Governance Framework,feb-2026,Tracked high-risk capabilities,36,"This framework assesses Microsoft’s most advanced AI models for signs that they may have these capabilities and, if so, whether the capability poses a low, medium, high, or critical risk to national security or public safety (more detail in Appendix I).",may
Microsoft,Frontier Governance Framework,feb-2026,Integrated governance,52,"While different risk profiles may thus inform different mitigation strategies, Microsoft’s overall approach of mapping, measuring, and mitigating risks, including through robust evaluation and measurement, applies consistently across our AI technologies.",may
Microsoft,Frontier Governance Framework,feb-2026,Monitoring for leading indicators of tracked high-risk capabilities,70,"As evaluations mature further, we intend to move this leading indicator screening toward a more direct assessment of tracked high-risk capabilities such as CBRN weapon development, offensive cyberoperations, advanced autonomy, loss of control, and harmful manipulation.",intend
Microsoft,Frontier Governance Framework,feb-2026,Monitoring for leading indicators of tracked high-risk capabilities,71,"Note 1 For a benchmark to be included in our suite of leading indicator assessments it must: 1) have low saturation (i.e., the best performing models typically score lower than 70%); 2) measure an advanced capability, for example, mathematical reasoning, rather than an application-oriented capability like financial market prediction; and 3) have a sufficient number of prompts to account for non-determinism in model output.",must
Microsoft,Frontier Governance Framework,feb-2026,Deeper capability assessment,90,"Timing of deeper capability assessment: After the first deeper capability assessment, we will conduct subsequent deeper capability assessments if there are material changes to the deployed model’s risk profile (e.g., the ability to fine-tune the model, significant fine-tuning that might affect tracked high-risk capabilities, etc.).",will
Microsoft,Frontier Governance Framework,feb-2026,Security measures,98,"As Microsoft operates the infrastructure on which its models will be trained and deployed, we adopt an integrated full-stack approach to the security of frontier models, implementing safeguards at the infrastructure, model, and system layers.",will
Microsoft,Frontier Governance Framework,feb-2026,Safety mitigations,126,"Where we or others identify serious or critical incidents that may pose public safety or national security risks, we operationalize incident response policies and processes, conduct investigations, provide reports to regulatory authorities and impacted customers as appropriate, apply mitigations and remediation, and manage after-action reviews and policy, process, and practice updates.",may
Microsoft,Frontier Governance Framework,feb-2026,Safety mitigations,133,"If, during the implementation of this framework, we identify a risk we cannot sufficiently mitigate, we will pause development and deployment until the point at which mitigation practices evolve to meet the risk.",will
Microsoft,Frontier Governance Framework,feb-2026,Risk-informed deployment decision,135,"Documentation regarding the pre-mitigation and post-mitigation capability assessment will be provided to Executive Officers responsible for Microsoft’s AI governance program (or their delegates) along with a recommendation for secure and trustworthy deployment setting out the case that: 1) the model has been adequately mitigated to low or medium risk level, 2) the marginal benefits of a model outweigh any residual risk and 3) the mitigations and documentation will allow the model to be deployed in a secure and trustworthy manner.",will
Microsoft,Frontier Governance Framework,feb-2026,Updates to this framework,144,We will update our framework to keep pace with new developments.,will
Microsoft,Frontier Governance Framework,feb-2026,Updates to this framework,145,"At least every twelve months, we will have an explicit discussion on how this framework may need to be improved.",may;will
Microsoft,Frontier Governance Framework,feb-2026,Updates to this framework,147,Any updates to our practices will be reviewed by Microsoft’s Chief Responsible AI Officer prior to their adoption.,will
Microsoft,Frontier Governance Framework,feb-2026,Updates to this framework,148,"All material revisions will be made public within 30 days of adoption, and, where appropriate, may be published at the same time as we adopt them.",may;will
Microsoft,Frontier Governance Framework,feb-2026,6. Collaboration and continuous learning,152,"Microsoft will prioritize ongoing contributions to this work and expand its collaboration with government, industry, and civil society, including through organizations like the Frontier Model Forum, to solve the most pressing challenges in AI risk management.",will
Microsoft,Frontier Governance Framework,feb-2026,6. Collaboration and continuous learning,156,"In addition to contributing to their development, Microsoft will highlight how we are aligning this framework and the products to which it applies with relevant international, national, or industry consensus best practices and standards.",will
Microsoft,Frontier Governance Framework,feb-2026,6. Collaboration and continuous learning,159,"As new methods and standards emerge, Microsoft will review and, where appropriate, incorporate them into this framework to ensure that our practices remain state of the art.",will
Microsoft,Frontier Governance Framework,feb-2026,6. Collaboration and continuous learning,161,"We will continue to share information and lessons from our governance efforts, taking care to do so in a way that minimizes the chance of inadvertently increasing risk, including by being judicious about sharing sensitive safety- and security-relevant information.",will
NVIDIA,Frontier AI Risk Assessment,2025-02,Abstract,7,"Therefore, our risk management framework will be regularly reviewed and updated to reflect new findings, emerging threats, and ongoing advancements in the industry.",will
NVIDIA,Frontier AI Risk Assessment,2025-02,Abstract,8,This iterative approach will ensure our risk assessment remains fit-for-purpose over time.,will
NVIDIA,Frontier AI Risk Assessment,2025-02,Abstract,87,"However, we do not classify them as normal systems because they do not have a clearly defined intended use case or cannot influence their environment.",intended
NVIDIA,Frontier AI Risk Assessment,2025-02,Abstract,132,"However, for frontier models we need to consider speculative risks that may or may not be present in the model.7 To help detect specific adversarial capabilities, models will be stresstested against extreme but plausible scenarios that may lead to systemic risks.",consider;may;will
NVIDIA,Frontier AI Risk Assessment,2025-02,Abstract,161,"Table 2: Template for risk analysis As a provider of open-source models, NVIDIA is also committed to providing open-source tooling that enables that trustworthy development and integration of AI models into downstream applications.",committed
NVIDIA,Frontier AI Risk Assessment,2025-02,Abstract,210,There are several opensource implicit watermarking tools that may be used to increase the detectability of content generated by NVIDIA models.,may
NVIDIA,Frontier AI Risk Assessment,2025-02,Abstract,217,"Additionally, models may be explicitly barred from prohibited applications through legal mechanisms such as NVIDIA’s End User License Agreements for foundation models.26 Another important strategy involves restricting advanced autonomy functions like self-assigning new sub-goals or executing long-horizon tasks, as well as tool-use functionalities like function calls and web browsing.",may
NVIDIA,Frontier AI Risk Assessment,2025-02,Abstract,238,Risk evaluation We’re committed to conducting comprehensive testing to identify our model susceptibilities related to systemic risks.,committed
NVIDIA,Frontier AI Risk Assessment,2025-02,Abstract,240,"When a model shows capabilities of frontier AI models pre deployment we will initially restrict access to model weights to essential personnel and ensure rigorous security protocols are in place.34 Measures will also be in place to restrict at-will fine tuning of frontier AI models without safeguards in NeMo customizer, reducing the options to retrain a model on data related to dangerous tasks or to reduce how often the model refuses potentially dangerous requests.",will
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,Framework,2,"This is the first published version, and it will be updated as we continue to develop new best practices to advance the safety and security of our products.",will
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,Introduction,17,"In addition to serving our enterprise customers, we are committed to ensuring that the",committed
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,1) Risk Identification,61,We identify risks by first assessing potential risks arising from our models’ capabilities and the systems in which they may be deployed.,may
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,1b) Identifying risks to our systems,80,"Models are developed and deployed in broader computational environments, and effectively managing AI risks requires us to identify, assess, and mitigate information security threats or vulnerabilities that may arise in these environments.",may
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,1c) Understanding possible harms in context,81,"The final step to our risk identification process involves understanding the likelihood and severity of harms that could potentially arise from the risks identified in Section 1a and Section 1b, considering the enterprise contexts in which our AI solutions are deployed.",could
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,1c) Understanding possible harms in context,109,The examples provided above consider the likelihood and severity of potential harms in the enterprise contexts in which Cohere models are deployed.,consider
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,2a) Defense-in-depth,127,"Core security controls Our core controls across network security, endpoint security, identity and access management, data security, and others are designed to protect Cohere from cyber risks that could expose our models, systems, or sensitive data, such as malware, phishing, denial-of-service, insider threats, and vulnerabilities.",could
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,2a) Defense-in-depth,131,"Deployment-specific controls Where applicable, we also consider risks within the context of customer deployments.",consider
