pair_id,provider,v_i,v_next,commitment_id,category,v_i_section,v_i_text,v_next_section,v_next_text,outcome,materiality_dims,material,announcement,changelog_pointer,confidence,rationale,flags,ADJ_outcome,ADJ_material,ADJ_dims,ADJ_announcement,ADJ_flags,ADJ_mode,ADJ_notes,in_second_coder_sample
XAI-1,xAI,draft-2025-02-10,draft-2025-02-20,XAI-1-041,M,Operational and Societal Risks > 6.Deployment Decisions,"To mitigate risks, we intend to utilize tiered availability of the functionality and features of Grok. For instance, the full functionality of a future Grok could be made available only to trusted parties, partners, and government agencies. We could also mitigate risks by adding additional controls on functionality and features depending on the end user (e.g., consumers using mobile apps vs. sophisticated businesses using APIs).",Operational and Societal Risks > 6.Deployment Decisions,"To mitigate risks, we intend to utilize tiered availability of the functionality and features of Grok. For instance, the full functionality of a future Grok could be made available only to trusted parties, partners, and government agencies. We could also mitigate risks by adding additional controls on functionality and features depending on the end user (e.g., consumers using mobile apps vs. sophisticated businesses using APIs).",R,,no,NA,NA,high,Text identical apart from whitespace and typography; modal force and scope unchanged.,candidates idx137 and idx138 merged with the following sentence (one tiered-availability commitment).,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
XAI-1,xAI,draft-2025-02-10,draft-2025-02-20,XAI-1-042,EC6,Operational and Societal Risks > 6.Deployment Decisions,"Safeguards are adequate only if Grok’s performance on the relevant benchmarks is within stated thresholds. However, to ensure responsible deployment, risk management frameworks need to be continually adapted and updated as circumstances change. It is conceivable that for a particular modality and/or type of release, the expected benefits may outweigh the risks on a particular benchmark.",Operational and Societal Risks > 6.Deployment Decisions,"Safeguards are adequate only if Grok’s performance on the relevant benchmarks is within stated thresholds. However, to ensure responsible deployment, risk management frameworks need to be continually adapted and updated as circumstances change. It is conceivable that for a particular modality and/or type of release, the expected benefits may outweigh the risks on a particular benchmark.",R,,no,NA,NA,medium,Text identical apart from whitespace and typography; modal force and scope unchanged.,added from full text. Merged: the adequacy rule and the benefit-outweighs-risk override that follows it. Alternative: split into EC6 rule and G ('frameworks need to be continually adapted').,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-001,G,(Draft),This is the first draft iteration of xAI’s risk management framework that we expect to apply to future models not currently in development.,xAI Risk Management Framework,"This Risk Management Framework (“RMF”) outlines xAI’s approach to policies for handling significant risks associated with the development, deployment, and release of AI models such as Grok.",S,1,yes,NCL,NA,low,"Applicability moves from 'future models not currently in development' to 'AI models such as Grok', so the framework now covers current models (scope broadened on model class).","prior id XAI-1-001. Alternative: not a commitment (description of the document), exclude; or R because applicability is not a commitment dimension. no account published by xAI for this pair; announcement NCL by construction",S,yes,1,NCL,,adjudicated,Agree.,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-002,G,(Draft),We plan to release an updated version of this policy within three months.,xAI Risk Management Framework,"xAI plans to continuously review and adjust this RMF over time, as AI model development, capability and use cases evolve.",W,2,yes,NCL,NA,low,The dated commitment 'release an updated version of this policy within three months' becomes 'plans to continuously review and adjust this RMF over time'; the timing condition is removed.,"prior id XAI-1-002. Alternative: X (one-off commitment discharged by the Aug release itself, no standing counterpart) or exclude as non-standing. no account published by xAI for this pair; announcement NCL by construction",W,yes,2,NCL,,adjudicated,Agree.,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-003,M,Addressing Risks of Malicious Use,"We aim to reduce the risk that Grok might cause serious injury to people, property, or national security interests, including by enacting measures to prevent Grok’s use for the development or proliferation of weapons of mass destruction and large-scale violence.",Addressing Risks of Malicious Use,"xAI aims to reduce the risk that the use of its models might contribute to a bad actor potentially seriously injuring people, property, or national security interests, including reducing such risks by enacting measures to prevent use for the development or proliferation of weapons of mass destruction and large-scale violence.",R,,no,NA,NA,medium,Same 'aims to' force; 'Grok might cause serious injury' becomes 'the use of its models might contribute to a bad actor potentially seriously injuring'; object and measures unchanged.,"prior id XAI-1-003. Model-class broadening (Grok -> its models) is coded once on the scope row (XAI-2-001), not repeated here.",R,no,,NA,,adjudicated,"Agree R; aspirational aim statement, though the object narrows from model-caused to actor-mediated harm. Alternative W dim 1 noted.",no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-004,M,Addressing Risks of Malicious Use,"Under this draft risk management framework, Grok would apply heightened safeguards if it receives requests that pose a foreseeable and non-trivial risk of resulting in large-scale violence, terrorism, or the use, development, or proliferation of weapons of mass destruction, including CBRN weapons, and major cyber weapons on critical infrastructure. ... In this draft framework, we particularly focus on requests that pose a foreseeable and non-trivial risk of more than one hundred deaths or over $1 billion in damages",Addressing Risks of Malicious Use,"Under this RMF, xAI’s models apply heightened safeguards if they receive user prompts that pose a foreseeable and non-trivial risk of resulting in large-scale violence, terrorism, or the use, development, or proliferation of weapons of mass destruction, including CBRN weapons, and major cyber attacks on critical infrastructure. ... In this RMF, we particularly focus on requests that pose a foreseeable and non-trivial risk of more than one hundred deaths or over $1 billion in damages",R,,no,NA,NA,medium,Trigger wording and the 'more than one hundred deaths or over $1 billion' threshold unchanged; 'Grok would apply' becomes 'xAI’s models apply'; 'major cyber weapons' becomes 'major cyber attacks'.,prior id XAI-1-004. Alternative: S dim 4 ('would apply' under a draft becomes indicative 'apply'). 'cyber weapons' -> 'cyber attacks' treated as rewording.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-005,M,Addressing Risks of Malicious Use,"However, we will allow Grok to respond to such requests from some vetted, highly trusted users (such as trusted third-party safety auditors) whom we know to be using those capabilities for benign or beneficial purposes, such as scientifically investigating Grok’s capabilities for risk assessment purposes, or if such requests cover information that is already readily and easily available, including by an internet search.",Addressing Risks of Malicious Use,"However, we may selectively allow xAI’s models to respond to such requests from some vetted, highly trusted users (such as trusted third-party safety auditors or large enterprise customers under contract) whom we know to be using those capabilities for benign or beneficial purposes, such as scientifically investigating AI model’s capabilities for risk assessment purposes, or if such requests cover information that is already readily and easily available, including by an internet search.",W,1;4,yes,NCL,NA,medium,"Two changes in opposite directions: the exempted user class widens to include 'large enterprise customers under contract' (scope of the exception broadens, safeguard narrows), while 'we will allow' becomes 'we may selectively allow' (the exception becomes discretionary). Both directions present, coded W per codebook section 4.","prior id XAI-1-005. Alternative: S (the discretionary wording tightens the exception more than the added user class loosens it). no account published by xAI for this pair; announcement NCL by construction Verifier ok-fuzzy on v_i_text: a page break, page number or footnote interrupts the passage in the text file; quote is verbatim with that interruption removed.",W,yes,1;4,NCL,MIX,adjudicated,Agree; MIX.,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-006,EC3,Addressing Risks of Malicious Use > 1.Approach to Benchmarking,"To transparently measure Grok’s safety properties, we intend to utilize benchmarks like WMD and Catastrophic Harm Benchmarks.",Addressing Risks of Malicious Use > 1. Approach to Benchmarking,"To transparently measure our models’ safety properties, xAI utilizes public benchmarks like Weapons of Mass Destruction Proxy and Catastrophic Harm Benchmarks (described below).",S,4,yes,NCL,NA,low,'we intend to utilize benchmarks like WMD and Catastrophic Harm Benchmarks' becomes 'xAI utilizes public benchmarks like Weapons of Mass Destruction Proxy and Catastrophic Harm Benchmarks'; intention becomes stated practice.,"prior id XAI-1-006. Systematic pattern in this pair: draft 'we intend to / we aim to' becomes present-indicative 'xAI does'. The codebook modal scale has no rung for present indicative; coded here as a move to the top rung (S dim 4). Alternative reading for every such row: R (a statement of practice carries the same standing force as 'intend to'). LAB-Bench is absent from the Aug list (VCT, WMDP, BioLP-bench, Cybench); not coded as material because the Feb list was introduced by 'we have examined utilizing', not a commitment. Alternative: W dim 1 on that basis. no account published by xAI for this pair; announcement NCL by construction",S,yes,4,NCL,,adjudicated,Agree; intend/aim/may to present-tense practice is a rise to the top rung (11.1).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-007,EC3,Addressing Risks of Malicious Use > 1.Approach to Benchmarking,"We intend to regularly evaluate the adequacy and reliability of such benchmarks, including by comparing them against other benchmarks that we could potentially utilize.",Addressing Risks of Malicious Use > 1. Approach to Benchmarking,"xAI regularly evaluates the adequacy and reliability of such benchmarks, including by comparing them against other benchmarks that we could potentially utilize, to determine and apply effective benchmarks available at the time of evaluation. We may revise this list of benchmarks periodically as relevant or more effective benchmarks for malicious use are created.",S,4,yes,NCL,NA,medium,'We intend to regularly evaluate' becomes 'xAI regularly evaluates'; the added purpose clause 'to determine and apply effective benchmarks available at the time of evaluation' and the 'may revise this list' sentence do not narrow the commitment.,prior id XAI-1-007. Systematic pattern in this pair: draft 'we intend to / we aim to' becomes present-indicative 'xAI does'. The codebook modal scale has no rung for present indicative; coded here as a move to the top rung (S dim 4). Alternative reading for every such row: R (a statement of practice carries the same standing force as 'intend to'). no account published by xAI for this pair; announcement NCL by construction,S,yes,4,NCL,,adjudicated,Agree; intend/aim/may to present-tense practice is a rise to the top rung (11.1).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-008,M,Addressing Risks of Malicious Use > 2.Implementation,We train Grok to robustly refuse to comply with requests to provide assistance with highly injurious malicious use.,Addressing Risks of Malicious Use > 3. Safeguard Implementation,we are developing training methods and will continue to train our models to robustly resist complying with requests to provide assistance with highly injurious malicious use cases.,R,,no,NA,NA,medium,"'We train Grok to robustly refuse to comply with requests to provide assistance with highly injurious malicious use' becomes 'will continue to train our models to robustly resist complying with requests to provide assistance with highly injurious malicious use cases'; same object, same force.","prior id XAI-1-008. The new 'basic refusal policy' sentence is coded as an addition (XAI-2-045), not as this row's counterpart.",R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-009,M,Addressing Risks of Malicious Use > 2.Implementation,Examples of safeguards or mitigations we may potentially utilize to achieve our safety objectives include: ● Refusal training:Training Grok to decline harmfulrequests. ● Circuit breakers: Using representation engineeringto interrupt model representations responsible for hazardous outputs.5 ● Input and output filters:Applying classifiers touser inputs or model outputs to verify safety when Grok is queried regarding weapons of mass destruction or cyberterrorism.,Addressing Risks of Malicious Use > 3. Safeguard Implementation,"Driving towards our safety objectives, we continue to design and deploy the following safeguards into our models: ● Safety training: Training our models to recognize and decline harmful requests. ● System prompts: Providing high priority instructions to our models to enforce our basic refusal policy. ● Input and output filters: Applying classifiers to user inputs or model outputs to verify safety when a model is queried regarding weapons of mass destruction or cyberterrorism.",S,4,yes,NCL,NA,medium,'Examples of safeguards or mitigations we may potentially utilize' becomes 'we continue to design and deploy the following safeguards'; possibility becomes stated practice.,"prior id XAI-1-009. Systematic pattern in this pair: draft 'we intend to / we aim to' becomes present-indicative 'xAI does'. The codebook modal scale has no rung for present indicative; coded here as a move to the top rung (S dim 4). Alternative reading for every such row: R (a statement of practice carries the same standing force as 'intend to'). The list changes: 'Circuit breakers' dropped, 'System prompts' added, 'Refusal training' renamed 'Safety training'. Treated as a change of examples; alternative: W dim 1 for the dropped circuit-breaker option. no account published by xAI for this pair; announcement NCL by construction Verifier ok-fuzzy on v_next_text: a page break, page number or footnote interrupts the passage in the text file; quote is verbatim with that interruption removed.",S,yes,4,NCL,,adjudicated,Agree; intend/aim/may to present-tense practice is a rise to the top rung (11.1).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-010,M,Addressing Risks of Malicious Use > 2.Implementation,We intend to design into Grok adequate safeguards prior to releasing it for general availability.,Addressing Risks of Malicious Use > 2. Risk Assessment,Our risk acceptance criteria for system deployment is maintaining an answer rate of less than 1 out of 20 on restricted queries.,S,4,yes,NCL,NA,low,'We intend to design into Grok adequate safeguards prior to releasing it for general availability' has no sentence-level counterpart; the closest passage makes a deployment criterion stated as practice ('Our risk acceptance criteria for system deployment is ...'); intention becomes stated criterion.,prior id XAI-1-010. Alternative: X (no standing pre-release safeguards commitment survives; 'prior to releasing it for general availability' has no counterpart) or R. Shares its counterpart with XAI-2-011; the two rows are merged when carried into XAI-3. no account published by xAI for this pair; announcement NCL by construction,S,yes,4,NCL,,adjudicated,Agree.,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-011,EC2,Addressing Risks of Malicious Use > 2.Implementation,We intend to choose the benchmarks and set the thresholds for reducing malicious use risks in a future version of the risk management framework.,Addressing Risks of Malicious Use > 2. Risk Assessment,Thresholds: We developed an internal benchmark of benign and restricted biology and chemistry related queries in collaboration with SecureBio. Our risk acceptance criteria for system deployment is maintaining an answer rate of less than 1 out of 20 on restricted queries. We plan to add additional thresholds tied to other benchmarks.,W,1;2,yes,NCL,NA,low,"Both directions: the placeholder thresholds ('X%, e.g. 15%') on six public benchmarks become one concrete criterion ('answer rate of less than 1 out of 20 on restricted queries', an internal SecureBio benchmark), which fixes a threshold (S dim 2) but drops thresholds for VCT, WMDP, LAB-Bench, BioLP-bench and Cybench (W dim 1); the promise to set further thresholds is deferred again ('We plan to add additional thresholds').",prior id XAI-1-011. Alternative: S (placeholders are no thresholds; any concrete criterion strengthens). Merged with XAI-2-010 when carried forward. no account published by xAI for this pair; announcement NCL by construction,W,yes,1;2,NCL,MIX,adjudicated,Agree.,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-012,EC2,Addressing Risks of Malicious Use > 2.Implementation,We intend to evaluate future developed models on the above benchmarks before public deployment.,Addressing Risks of Malicious Use > 1. Approach to Benchmarking,"Such benchmarks are used to measure our model’s dual-use capability and resistance to facilitating large-scale violence, terrorism, or the use, development, or proliferation of weapons of mass destruction (including CBRN and major cyber weapons).",W,2,yes,NCL,NA,low,'We intend to evaluate future developed models on the above benchmarks before public deployment' loses its timing: Aug says benchmarks 'are used to measure our model’s dual-use capability' with no pre-deployment trigger stated.,prior id XAI-1-012. Alternative: X (no passage governs the pre-deployment trigger) or R (the 'risk acceptance criteria for system deployment' implies pre-deployment evaluation). Merged with XAI-2-006 when carried forward (adjacent sentences of one passage). no account published by xAI for this pair; announcement NCL by construction,W,yes,2,NCL,,adjudicated,Agree.,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-013,EC5,Addressing Risks of Malicious Use > 2.Implementation,We may modify the set of benchmarks or the thresholds to improve how we measure and operationalize our safety objectives; we will make any material changes public within a reasonable period.,(none),NONE,X,5,yes,NCL,NA,medium,The commitment 'we will make any material changes public within a reasonable period' has no counterpart; Aug retains only the permissive half ('xAI may change its approach from that listed above') without a publication duty.,prior id XAI-1-013. Alternative: W dim 5 with counterpart 'Because xAI is committed to continual improvement ... xAI may change its approach from that listed above in order to make additional improvements' (coded as addition XAI-2-048). no account published by xAI for this pair; announcement NCL by construction,X,yes,5,NCL,,accepted,Accepted from first pass (spot-check tier).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-014,EC4,Addressing Risks of Malicious Use > 2.Implementation,"As an additional measure to enhance safety, we will subject Grok to adversarially testing its safeguards utilizing both internal and qualified external red teams.",Addressing Risks of Malicious Use,"To this end, we continually evaluate and improve robustness to adversarial attacks that seek to remove xAI model safeguards (e.g., jailbreak attacks), or hijack and redirect Grok-powered applications toward nefarious purposes (e.g., prompt injection attacks).",W,3,yes,NCL,NA,medium,"Adversarial testing of safeguards survives as 'we continually evaluate and improve robustness to adversarial attacks that seek to remove xAI model safeguards', but 'utilizing both internal and qualified external red teams' is gone; the external actor is removed.","prior id XAI-1-014. example D (verified, with a correction): SaferAI's counterpart 'may also provide vetted and qualified external red teams or appropriate government agencies unredacted versions' already exists in Feb 2025 as a separate commitment (XAI-2-025), so it is not a replacement; the passage that governs adversarial testing of safeguards is the robustness sentence quoted here. Under example D's trace the row is W dims 3;4; under this trace W dim 3. Either way W, NCL. Aug also reports 'Independent third-party assessments of xAI’s current models on realistic offensive cyber tasks' (point-in-time report, not a standing commitment). no account published by xAI for this pair; announcement NCL by construction",W,yes,3,NCL,,accepted,Accepted from first pass (spot-check tier).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-015,M,Addressing Risks of Malicious Use > 2.Implementation,"Potentially, we will also explore incentive mechanisms like bounties as another mechanism to further improve Grok’s safeguards.",(none),NONE,X,4,yes,NCL,NA,medium,No mention of bounties or incentive mechanisms in Aug.,"prior id XAI-1-015. Alternative: the Feb sentence ('Potentially, we will also explore') was too weak to count as a commitment; then no row. no account published by xAI for this pair; announcement NCL by construction",X,yes,4,NCL,,accepted,Accepted from first pass (spot-check tier).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-016,M,Addressing Risks of Loss of Control > 1.Background,Our aim is to design safeguards into Grok to avoid losing control and thereby avoid unintended catastrophic outcomes when Grok is used.,Addressing Risks of Loss of Control,xAI aims to accurately measure these propensities and reduce them through careful engineering.,R,,no,NA,NA,low,'Our aim is to design safeguards into Grok to avoid losing control' becomes 'xAI aims to accurately measure these propensities and reduce them through careful engineering'; same aspirational force.,prior id XAI-1-016. Alternative: W dim 1 (object narrows from safeguards against loss of control to measuring and reducing named propensities) or X.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-017,G,Addressing Risks of Loss of Control > 1.Background,"Our evaluation and mitigation plans for loss of control are not yet fully developed, and we intend to improve them in the future.",Overall Approach,"We continue to work towards developing naturalistic evaluation environments that would enable us to assess more realistic, real-world behaviors.",R,,no,NA,NA,low,'we intend to improve them in the future' (evaluation and mitigation plans) becomes 'We continue to work towards developing naturalistic evaluation environments'; same force.,prior id XAI-1-017. Alternative: W dim 1 (mitigation plans no longer covered) or X.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-018,EC3,Addressing Risks of Loss of Control > 2.Approach to Benchmarking,We describe below example benchmarks that we may use to evaluate Grok for risk factors for loss of control so that we can continue our efforts to improve Grok.,Addressing Risks of Loss of Control > 1. Approach to Benchmarking,The following are example benchmarks that xAI may use to evaluate its models for concerning propensities relevant to loss of control risks:,W,1,yes,NCL,NA,low,"Same 'may use' force, but the evaluated risk factors change: 'Utility Functions' (power-seeking, fitness, corrigibility) is dropped and 'Sycophancy' is added alongside MASK; the loss-of-control evaluation scope shifts.","prior id XAI-1-018. Both directions (one domain dropped, one added); W per codebook section 4. Alternative: R (the list is examples under 'may use' and does not alter the rule). no account published by xAI for this pair; announcement NCL by construction",W,yes,1,NCL,MIX,adjudicated,Agree.,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-019,EC3,Addressing Risks of Loss of Control > 2.Approach to Benchmarking,"We intend to regularly evaluate the adequacy and reliability of such benchmarks for both internal and external deployments, including by comparing them against other benchmarks that we could potentially utilize. We may revise this list of benchmarks periodically as relevant benchmarks for loss of control are created.",Addressing Risks of Loss of Control > 1. Approach to Benchmarking,"xAI regularly evaluates the adequacy and reliability of such benchmarks, including by comparing them against other benchmarks that we could potentially utilize. We may revise this list of benchmarks periodically as relevant benchmarks for loss of control are created.",W,1;4,yes,NCL,NA,low,"Both directions: 'We intend to regularly evaluate' becomes 'xAI regularly evaluates' (S dim 4), but 'for both internal and external deployments' is dropped (scope no longer names internal deployments, W dim 1).",prior id XAI-1-019. Systematic pattern in this pair: draft 'we intend to / we aim to' becomes present-indicative 'xAI does'. The codebook modal scale has no rung for present indicative; coded here as a move to the top rung (S dim 4). Alternative reading for every such row: R (a statement of practice carries the same standing force as 'intend to'). Alternative: S or R if the dropped phrase is read as rewording. no account published by xAI for this pair; announcement NCL by construction,W,yes,1;4,NCL,MIX,adjudicated,Agree.,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-020,M,Addressing Risks of Loss of Control > 3.Thresholds,We aim to train Grok to be honest and have values conducive to controllability.,Addressing Risks of Loss of Control > 3. Safeguard Implementation,"xAI trains its models to be honest and have values conducive to controllability, such as recognizing and obeying an instruction hierarchy9. In addition, using a high level instruction called a “system prompt”, xAI directly instructs its models to not deceive or deliberately mislead the user.",S,4,yes,NCL,NA,medium,"'We aim to train Grok to be honest and have values conducive to controllability' becomes 'xAI trains its models to be honest and have values conducive to controllability, such as recognizing and obeying an instruction hierarchy'; aim becomes stated practice, and a system-prompt instruction against deception is added.",prior id XAI-1-020. Systematic pattern in this pair: draft 'we intend to / we aim to' becomes present-indicative 'xAI does'. The codebook modal scale has no rung for present indicative; coded here as a move to the top rung (S dim 4). Alternative reading for every such row: R (a statement of practice carries the same standing force as 'intend to'). no account published by xAI for this pair; announcement NCL by construction,S,yes,4,NCL,,adjudicated,Agree; intend/aim/may to present-tense practice is a rise to the top rung (11.1).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-021,M,Addressing Risks of Loss of Control > 3.Thresholds,We intend to design into Grok adequate safeguards prior to broad internal or external deployment.,Addressing Risks of Loss of Control > 2. Risk Assessment,Thresholds: Our risk acceptance criteria for system deployment is maintaining a dishonesty rate of less than 1 out of 2 on MASK. We plan to add additional thresholds tied to other benchmarks.,W,1;4,yes,NCL,NA,low,'We intend to design into Grok adequate safeguards prior to broad internal or external deployment' has no sentence-level counterpart; the closest passage is the MASK deployment criterion. Both directions: intention becomes stated criterion (S dim 4) but 'broad internal ... deployment' is no longer named as a trigger (W dim 1).,prior id XAI-1-021. Alternative: X (no standing pre-deployment safeguards commitment for loss of control survives). Shares its counterpart with XAI-2-022; merged when carried forward. no account published by xAI for this pair; announcement NCL by construction,W,yes,1;4,NCL,MIX,adjudicated,Intent-to-safeguard statement replaced by a specific MASK criterion of narrower scope; MIX -> W.,yes
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-022,EC2,Addressing Risks of Loss of Control > 3.Thresholds,Benchmark Thresholds Model Alignment between Statements and Knowledge (MASK) <X% lying on MASK (e.g. <50%) Utility Functions Utility/Power Correlation (Coercive): <W,Addressing Risks of Loss of Control > 2. Risk Assessment,Thresholds: Our risk acceptance criteria for system deployment is maintaining a dishonesty rate of less than 1 out of 2 on MASK. We plan to add additional thresholds tied to other benchmarks.,W,1;2,yes,NCL,NA,low,"Both directions: the MASK placeholder '<X% lying (e.g. <50%)' becomes the concrete 'dishonesty rate of less than 1 out of 2 on MASK' (S dim 2), but the Utility Functions thresholds (power, fitness, corrigibility) are dropped (W dim 1).",prior id XAI-1-022. Alternative: S (placeholders are no thresholds). Merged with XAI-2-021 when carried forward. no account published by xAI for this pair; announcement NCL by construction,W,yes,1;2,NCL,MIX,adjudicated,Agree.,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-023,G,Operational and Societal Risks > 1.Public transparency and third-party review,"We aim to keep the public informed about our risk management policies. As we work towards incorporating more risk management strategies, we intend to publish updates to our risk management framework.",Operational and Societal Risks > 1. Public transparency and third-party review,"xAI aims to keep the public informed about our risk management policies. As we work towards incorporating more risk management strategies, we intend to publish updates to this RMF.",R,,no,NA,NA,high,Same 'aims to' and 'intend to publish updates'; 'our risk management framework' becomes 'this RMF'.,prior id XAI-1-023.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-024,EC5,Operational and Societal Risks > 1.Public transparency and third-party review,"For transparency and third-party review, we may publish the following types of information listed below. However, to protect public safety, national security, and our intellectual property, we may redact information from our publications.",Operational and Societal Risks > 1. Public transparency and third-party review,"For public transparency and third-party review, we may publish the following types of information listed below. However, to protect public safety, national security, and our intellectual property, we may redact information from our publications.",R,,no,NA,NA,high,Identical apart from 'For transparency' -> 'For public transparency'; same 'may publish' and 'may redact'.,prior id XAI-1-024.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-025,EC4,Operational and Societal Risks > 1.Public transparency and third-party review,We may provide relevant and qualified external red teams or relevant government agencies unredacted versions.,Operational and Societal Risks > 1. Public transparency and third-party review,"As necessities dictate, we may also provide vetted and qualified external red teams or appropriate government agencies unredacted versions.",W,6,yes,NCL,NA,low,A new condition is added ('As necessities dictate') and the recipient class is redefined from 'relevant and qualified external red teams or relevant government agencies' to 'vetted and qualified external red teams or appropriate government agencies'; the condition under which unredacted access is given narrows.,"prior id XAI-1-025. Alternative: R (both versions are 'may'; the added hedge does not change a discretionary commitment). Also dim 3 arguable ('vetted' narrows the recipient class). Sentence crosses a page break in the Aug file (verifier may report ok-fuzzy). example D: this is the sentence SaferAI treats as the replacement for external red-team testing. no account published by xAI for this pair; announcement NCL by construction Verifier ok-fuzzy on v_next_text: a page break, page number or footnote interrupts the passage in the text file; quote is verbatim with that interruption removed.",W,yes,6,NCL,,adjudicated,Agree.,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-026,G,Operational and Societal Risks > 1.Public transparency and third-party review,1. Risk Management Framework compliance:regularly reviewour compliance with the Framework.,Operational and Societal Risks > 1. Public transparency and third-party review,1. Risk Management Framework adherence: Regularly review our adherence with this RMF.,R,,no,NA,NA,high,'compliance' becomes 'adherence'; same object and inherited 'may publish' force.,prior id XAI-1-026.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-027,G,Operational and Societal Risks > 1.Public transparency and third-party review,"Internally, we will allow xAI employees to anonymously report concerns about noncompliance, with protections from retaliation.",Operational and Societal Risks > 1. Public transparency and third-party review,"Internally, we will allow xAI employees to anonymously report concerns about nonadherence, with protections from retaliation.",R,,no,NA,NA,high,Identical apart from 'noncompliance' -> 'nonadherence'.,prior id XAI-1-027.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-028,EC5,Operational and Societal Risks > 1.Public transparency and third-party review,"2. Benchmark results:share with relevant audiences leadingbenchmark results for general capabilities and the benchmarks listed above, upon new major releases.",Operational and Societal Risks > 1. Public transparency and third-party review,"2. Benchmark results: Share with relevant audiences leading benchmark results for general capabilities and the benchmarks listed above, upon new major releases.",R,,no,NA,NA,high,Identical apart from capitalisation.,prior id XAI-1-028.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-029,EC5,Operational and Societal Risks > 1.Public transparency and third-party review,"3. Internal AI usage:assess the percent of code or percentof pull requests at xAI generated by Grok, or other potential metrics related to AI research and development automation.",Operational and Societal Risks > 1. Public transparency and third-party review,"3. Internal AI usage: Assess the percent of code or percent of pull requests at xAI generated by our models, or other potential metrics related to AI research and development automation.",R,,no,NA,NA,high,Identical apart from 'Grok' -> 'our models' and capitalisation.,prior id XAI-1-029.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-030,EC5,Operational and Societal Risks > 1.Public transparency and third-party review,"4. Survey: survey employees for their views and projectionsof important future developments in AI, e.g., capability gains and benchmark results.",Operational and Societal Risks > 1. Public transparency and third-party review,"4. Survey: Survey employees for their views and projections of important future developments in AI, e.g., capability gains and benchmark results.",R,,no,NA,NA,high,Identical apart from capitalisation.,prior id XAI-1-030.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
XAI-2,xAI,draft-2025-02-20,2025-08-20,XAI-2-031,M,Operational and Societal Risks > 2.Public Understanding,"We will explore building truth-seeking AI tools, such as AIs that can help users better assess and understand events.",Operational and Societal Risks > 2. Public Understanding,"xAI is exploring building truth-seeking AI tools, such as AIs that can help users better assess and understand events by better sorting through inaccurate or biased materials.",R,,no,NA,NA,medium,"'We will explore building' becomes 'xAI is exploring building'; same object, same weak force.",prior id XAI-1-031.,R,no,,NA,,accepted,Accepted from first pass (spot-check tier).,no
